NM_001180043.1	YAL068C
NM_001179644.1	YKL078W
NM_001179643.1	YKL077W
NM_001179641.1	YKL075C
NM_001179640.1	YKL074C
NM_001179639.1	YKL073W
NM_001179638.1	YKL072W
unassigned_transcript_186	YNCK0010W
NM_001179637.1	YKL071W
NM_001179636.1	YKL070W
NM_001179635.1	YKL069W
unassigned_transcript_187	YNCK0011C
NM_001184534.1	YKL068W-A
NM_001179634.1	YKL068W
unassigned_transcript_188	YNCK0012C
NM_001179633.1	YKL067W
NM_001184684.1	YKL065W-A
NM_001179631.2	YKL065C
NM_001179630.1	YKL064W
NM_001179629.1	YKL063C
NM_001179628.1	YKL062W
NM_001179627.1	YKL061W
NM_001179626.1	YKL060C
NM_001179625.1	YKL059C
NM_001179624.1	YKL058W
NM_001179623.1	YKL057C
NM_001179622.1	YKL056C
NM_001179621.2	YKL055C
NM_001179620.1	YKL054C
NM_001184336.1	YKL053C-A
NM_001179618.1	YKL052C
NM_001179617.1	YKL051W
NM_001179616.1	YKL050C
NM_001179615.1	YKL049C
NM_001179614.1	YKL048C
NM_001179613.1	YKL047W
NM_001179612.1	YKL046C
NM_001179611.1	YKL045W
NM_001270755.1	YKL044W
NM_001179609.1	YKL043W
NM_001179608.3	YKL042W
NM_001179607.1	YKL041W
NM_001179606.3	YKL040C
NM_001179605.1	YKL039W
NR_132201.1	YNCK0013W
NM_001179604.3	YKL038W
NM_001179603.1	YKL037W
NM_001179601.3	YKL035W
NM_001179600.1	YKL034W
NM_001184335.3	YKL033W-A
NM_001179599.1	YKL033W
unassigned_transcript_189	YNCK0014W
NM_001179598.3	YKL032C
NM_001179595.1	YKL029C
NM_001179594.3	YKL028W
NM_001179593.1	YKL027W
NM_001179592.3	YKL026C
NM_001179591.1	YKL025C
NM_001179590.3	YKL024C
NM_001184683.1	YKL023C-A
NM_001179589.4	YKL023W
NM_001179588.1	YKL022C
NM_001179587.3	YKL021C
NM_001179586.1	YKL020C
NM_001179585.3	YKL019W
NM_001184481.1	YKL018C-A
NM_001179584.3	YKL018W
NM_001179583.1	YKL017C
NM_001179582.3	YKL016C
NM_001179581.1	YKL015W
NM_001179580.3	YKL014C
NM_001179579.1	YKL013C
NM_001179578.3	YKL012W
NM_001179577.1	YKL011C
NM_001179576.3	YKL010C
NM_001179575.1	YKL009W
NM_001179574.3	YKL008C
NM_001179573.1	YKL007W
NM_001180028.3	YKL006C-A
NR_132202.1	YNCK0015C
NM_001179572.1	YKL006W
NM_001179571.3	YKL005C
NM_001179570.1	YKL004W
NM_001179569.3	YKL003C
NM_001179568.1	YKL002W
NM_001179567.3	YKL001C
NM_001179791.1	YKR001C
NM_001179792.3	YKR002W
NM_001179793.1	YKR003W
NM_001179794.3	YKR004C
NM_001179795.1	YKR005C
NM_001179796.3	YKR006C
NM_001179797.1	YKR007W
NM_001179798.4	YKR008W
NM_001179799.1	YKR009C
unassigned_transcript_190	YNCK0016W
NM_001179800.3	YKR010C
NM_001179801.1	YKR011C
NM_001179803.3	YKR013W
NM_001179804.1	YKR014C
NM_001179805.3	YKR015C
NM_001179806.1	YKR016W
NM_001179807.3	YKR017C
NM_001179808.1	YKR018C
NM_001179809.3	YKR019C
NM_001179810.1	YKR020W
NM_001179811.4	YKR021W
NM_001179812.1	YKR022C
NM_001179813.3	YKR023W
NM_001179814.1	YKR024C
NM_001179815.3	YKR025W
NM_001179816.1	YKR026C
unassigned_transcript_191	YNCK0017W
NM_001179817.3	YKR027W
NM_001179818.2	YKR028W
NM_001179819.3	YKR029C
NM_001179820.1	YKR030W
NM_001179821.3	YKR031C
NM_001348851.1	YKR032W
NM_001179824.1	YKR034W
NM_001184309.3	YKR035W-A
NM_001179826.2	YKR036C
NM_001179827.3	YKR037C
NM_001179828.1	YKR038C
unassigned_transcript_192	YNCK0018C
NM_001179829.3	YKR039W
unassigned_transcript_193	YNCK0019W
NM_001179831.1	YKR041W
NM_001179832.3	YKR042W
NM_001179833.1	YKR043C
NM_001179834.3	YKR044W
NM_001179835.1	YKR045C
NM_001179836.3	YKR046C
NM_001179838.1	YKR048C
NM_001179839.3	YKR049C
NM_001179840.1	YKR050W
NM_001179841.3	YKR051W
NM_001179842.1	YKR052C
NM_001179843.3	YKR053C
NM_001179844.1	YKR054C
NM_001179845.3	YKR055W
NM_001179846.1	YKR056W
NM_001179847.3	YKR057W
NM_001179848.1	YKR058W
NM_001179849.3	YKR059W
NM_001179850.1	YKR060W
NM_001179851.3	YKR061W
NR_132203.1	YNCK0020C
NM_001179852.1	YKR062W
NM_001179853.3	YKR063C
NM_001179854.1	YKR064W
NM_001179855.3	YKR065C
NM_001179856.1	YKR066C
NM_001179857.3	YKR067W
NM_001179858.1	YKR068C
NM_001179859.3	YKR069W
NM_001179860.1	YKR070W
NM_001179861.3	YKR071C
NM_001179862.1	YKR072C
NM_001348852.1	YKR073C
unassigned_transcript_194	YNCK0021W
NM_001179864.3	YKR074W
NM_001179865.1	YKR075C
NM_001179866.3	YKR076W
NM_001179867.1	YKR077W
NM_001179868.3	YKR078W
NM_001179869.1	YKR079C
NM_001179870.3	YKR080W
NM_001179871.1	YKR081C
NM_001179872.3	YKR082W
NM_001179873.1	YKR083C
NM_001179874.3	YKR084C
NM_001179875.1	YKR085C
NM_001179876.3	YKR086W
NM_001179877.1	YKR087C
NM_001179878.3	YKR088C
NM_001179879.1	YKR089C
NM_001179880.4	YKR090W
NM_001179881.1	YKR091W
NM_001179882.3	YKR092C
NM_001179883.1	YKR093W
NM_001179884.3	YKR094C
NM_001179885.1	YKR095W
NM_001184522.3	YKR095W-A
NM_001179886.1	YKR096W
NM_001179887.3	YKR097W
NM_001179888.1	YKR098C
NM_001179889.3	YKR099W
NM_001179890.1	YKR100C
NM_001179891.3	YKR101W
NM_001179892.1	YKR102W
NM_001179893.3	YKR103W
NM_001179894.1	YKR104W
NM_001179895.3	YKR105C
NM_001179896.1	YKR106W
NM_001181887.1	YLL067C
NM_001184605.1	YLL066W-B
NM_001181886.1	YLL066C
NM_001181884.1	YLL064C
NM_001181883.1	YLL063C
NM_001181882.1	YLL062C
NM_001181881.1	YLL061W
NM_001181880.1	YLL060C
NM_001181878.1	YLL058W
NM_001181877.1	YLL057C
NM_001181876.1	YLL056C
NM_001181875.1	YLL055W
NM_001181874.2	YLL054C
NM_001181873.1	YLL053C
NM_001181872.1	YLL052C
NM_001181871.1	YLL051C
NM_001181870.1	YLL050C
NM_001181869.1	YLL049W
NM_001181868.1	YLL048C
NM_001181866.1	YLL046C
NM_001181865.1	YLL045C
NM_001181863.1	YLL043W
NM_001181862.1	YLL042C
NM_001181861.1	YLL041C
NM_001181860.1	YLL040C
NM_001181859.1	YLL039C
NM_001181858.1	YLL038C
NM_001181856.1	YLL036C
NM_001181855.1	YLL035W
NM_001181854.1	YLL034C
NM_001181853.1	YLL033W
NM_001181852.1	YLL032C
NM_001181851.1	YLL031C
NM_001348853.1	YLL030C
NM_001181849.1	YLL029W
NM_001181848.1	YLL028W
NM_001181847.1	YLL027W
NM_001181846.1	YLL026W
unassigned_transcript_195	YNCL0001W
NM_001181845.1	YLL025W
NM_001181844.1	YLL024C
NM_001181843.1	YLL023C
NM_001181842.1	YLL022C
NM_001181841.1	YLL021W
NM_001181839.1	YLL019C
NM_001184338.1	YLL018C-A
NM_001181838.1	YLL018C
unassigned_transcript_196	YLL017W
unassigned_transcript_197	YLL016W
NM_001181835.1	YLL015W
NM_001181834.1	YLL014W
NM_001181833.1	YLL013C
NM_001181832.1	YLL012W
NM_001181831.1	YLL011W
NM_001181830.1	YLL010C
NM_001181829.1	YLL009C
NM_001181828.1	YLL008W
NM_001181827.1	YLL007C
NM_001184559.1	YLL006W-A
NM_001181826.1	YLL006W
NM_001181825.1	YLL005C
NM_001181824.1	YLL004W
NM_001181823.1	YLL003W
NM_001181822.1	YLL002W
NM_001181821.1	YLL001W
NM_001181888.1	YLR001C
NM_001181889.1	YLR002C
NM_001181890.1	YLR003C
NM_001181891.1	YLR004C
NM_001181892.1	YLR005W
NM_001181893.1	YLR006C
NM_001181894.1	YLR007W
NM_001181895.1	YLR008C
NM_001181896.1	YLR009W
NM_001181897.1	YLR010C
unassigned_transcript_198	YNCL0002C
NM_001181898.1	YLR011W
NM_001181899.1	YLR012C
NM_001181900.1	YLR013W
NM_001181901.1	YLR014C
NM_001181902.1	YLR015W
NM_001181903.1	YLR016C
NM_001181904.1	YLR017W
NM_001181905.1	YLR018C
NM_001181906.1	YLR019W
NM_001181907.1	YLR020C
NM_001181908.1	YLR021W
NM_001181909.1	YLR022C
NM_001181910.1	YLR023C
NM_001181911.2	YLR024C
NM_001181912.1	YLR025W
NM_001181913.1	YLR026C
NM_001181914.1	YLR027C
NR_132204.1	YNCL0003W
NM_001181915.1	YLR028C
NM_001181916.1	YLR029C
NM_001181917.1	YLR030W
NM_001181918.1	YLR031W
NM_001181919.1	YLR032W
NM_001181920.1	YLR033W
NM_001181921.2	YLR034C
NM_001181922.1	YLR035C
unassigned_transcript_199	YNCL0004C
NM_001184318.1	YLR035C-A
NM_001181923.1	YLR036C
NM_001181924.1	YLR037C
NM_001181925.1	YLR038C
NM_001181926.1	YLR039C
NM_001181927.1	YLR040C
NM_001181929.1	YLR042C
NM_001181930.1	YLR043C
NM_001181931.1	YLR044C
NM_001181932.1	YLR045C
NM_001181933.1	YLR046C
NM_001181934.1	YLR047C
NM_001181935.1	YLR048W
NM_001181936.1	YLR049C
NM_001181937.1	YLR050C
NM_001181938.1	YLR051C
NM_001181939.1	YLR052W
NM_001181940.1	YLR053C
NM_001181941.1	YLR054C
NM_001181942.1	YLR055C
NM_001181943.1	YLR056W
NM_001181944.1	YLR057W
NM_001181945.1	YLR058C
NM_001181946.1	YLR059C
NM_001181947.1	YLR060W
NM_001181948.1	YLR061W
NM_001181950.1	YLR063W
NM_001181951.1	YLR064W
NM_001181952.1	YLR065C
NM_001181953.1	YLR066W
NM_001181954.1	YLR067C
NM_001181955.1	YLR068W
NM_001181956.1	YLR069C
NM_001181957.1	YLR070C
NM_001181958.1	YLR071C
NM_001181959.1	YLR072W
NM_001181960.1	YLR073C
NM_001181961.1	YLR074C
NM_001181962.1	YLR075W
NM_001181964.1	YLR077W
NM_001181965.1	YLR078C
NM_001181966.1	YLR079W
NM_001181967.1	YLR080W
NM_001181968.1	YLR081W
NM_001181969.1	YLR082C
NM_001181970.1	YLR083C
NM_001181971.1	YLR084C
NM_001181972.1	YLR085C
NM_001181973.1	YLR086W
NM_001181974.1	YLR087C
NM_001181975.1	YLR088W
NM_001181976.1	YLR089C
NM_001181977.1	YLR090W
NM_001181978.1	YLR091W
NM_001181979.1	YLR092W
NM_001181980.1	YLR093C
NM_001181981.1	YLR094C
NM_001181982.1	YLR095C
NM_001181983.1	YLR096W
NM_001181984.1	YLR097C
NM_001181985.1	YLR098C
NM_001181986.1	YLR099C
NM_001184484.1	YLR099W-A
NM_001181987.1	YLR100W
NM_001181989.1	YLR102C
NM_001181990.1	YLR103C
NM_001181991.1	YLR104W
NM_001181992.1	YLR105C
NR_132205.1	YNCL0005C
NM_001181993.1	YLR106C
NM_001181994.1	YLR107W
NR_132206.1	YNCL0006W
NM_001181995.1	YLR108C
NM_001181996.1	YLR109W
NM_001181997.1	YLR110C
NM_001348854.1	YLR111W
NM_001348855.1	YLR112W
NM_001182000.1	YLR113W
unassigned_transcript_200	YNCL0007W
NM_001182001.1	YLR114C
NM_001182002.1	YLR115W
NM_001182003.1	YLR116W
NM_001182004.1	YLR117C
NM_001182005.1	YLR118C
NM_001182006.1	YLR119W
NM_001182007.1	YLR120C
NM_001182008.1	YLR121C
NM_001348856.1	YLR122C
NM_001182012.1	YLR125W
NM_001182013.1	YLR126C
NM_001182014.1	YLR127C
NM_001182015.1	YLR128W
NM_001182016.1	YLR129W
NM_001182017.1	YLR130C
NM_001182018.1	YLR131C
NM_001182019.1	YLR132C
NM_001182020.1	YLR133W
NM_001182021.1	YLR134W
NM_001182022.1	YLR135W
NM_001182023.1	YLR136C
NM_001182024.1	YLR137W
NM_001182025.1	YLR138W
NM_001182026.1	YLR139C
NM_001182028.1	YLR141W
NM_001182029.1	YLR142W
unassigned_transcript_201	YNCL0008W
NM_001182030.1	YLR143W
NM_001182031.1	YLR144C
NM_001182032.1	YLR145W
NM_001182033.1	YLR146C
NM_001184685.1	YLR146W-A
NM_001182034.1	YLR147C
NM_001182035.1	YLR148W
NM_001182036.1	YLR149C
NM_001182037.1	YLR150W
NM_001182038.1	YLR151C
NM_001182039.1	YLR152C
NM_001182040.1	YLR153C
NM_001182041.1	YLR154C
unassigned_transcript_202	YNCL0009C
NR_132207.1	YNCL0010C
NR_132208.1	YNCL0011C
NR_132209.1	YNCL0012C
NM_001184514.1	YLR154W-C
NR_132210.1	YNCL0013C
NR_132211.1	YNCL0014C
NR_132212.1	YNCL0015C
NR_132213.1	YNCL0016C
NR_132214.1	YNCL0017C
NR_132215.1	YNCL0018W
NR_132216.1	YNCL0020C
NR_132217.1	YNCL0019C
NR_132218.1	YNCL0021C
NM_001184560.1	YLR154C-G
NR_132219.1	YNCL0022C
NR_132220.1	YNCL0023C
NR_132221.1	YNCL0024C
NR_132222.1	YNCL0025C
NR_132223.1	YNCL0026C
NR_132224.1	YNCL0027W
NM_001184564.1	YLR154C-H
NM_001182042.1	YLR155C
NM_001182043.1	YLR156W
NR_132225.1	YNCL0028W
NM_001184563.1	YLR156C-A
NM_001182044.1	YLR157C
NM_001184608.1	YLR157W-D
NM_001184406.2	YLR157C-B
NM_001184405.1	YLR157C-A
NM_001184609.1	YLR157W-E
NR_132226.1	YNCL0029W
NM_001184561.1	YLR157C-C
NM_001182045.1	YLR158C
NM_001182046.1	YLR159W
NR_132227.1	YNCL0030W
NM_001184565.1	YLR159C-A
NM_001182047.1	YLR160C
NM_001182048.1	YLR161W
NR_132228.1	YNCL0031W
NM_001182049.1	YLR162W
NM_001184566.1	YLR162W-A
NM_001182050.1	YLR163C
NM_001182051.1	YLR164W
NM_001182052.1	YLR165C
NM_001182053.1	YLR166C
NM_001182054.1	YLR167W
NM_001182055.1	YLR168C
NM_001182057.1	YLR170C
NM_001182059.1	YLR172C
NM_001182060.1	YLR173W
NM_001182061.1	YLR174W
NM_001182062.1	YLR175W
NM_001182063.1	YLR176C
NM_001182064.1	YLR177W
NM_001182065.1	YLR178C
NM_001182066.1	YLR179C
NM_001182067.1	YLR180W
NM_001182068.1	YLR181C
NM_001182069.1	YLR182W
NM_001182070.1	YLR183C
NM_001182072.1	YLR185W
NM_001182073.1	YLR186W
NM_001182074.1	YLR187W
NM_001182075.1	YLR188W
NM_001182076.1	YLR189C
NM_001182077.1	YLR190W
NM_001182078.1	YLR191W
NM_001182079.1	YLR192C
NM_001182080.1	YLR193C
NM_001182081.1	YLR194C
NM_001182082.1	YLR195C
NM_001182083.1	YLR196W
NM_001182084.1	YLR197W
NM_001182086.1	YLR199C
NM_001182087.1	YLR200W
NM_001182088.1	YLR201C
NM_001182090.1	YLR203C
NM_001182091.1	YLR204W
NM_001182092.1	YLR205C
NM_001182093.1	YLR206W
NM_001182094.1	YLR207W
NM_001182095.1	YLR208W
NM_001182096.1	YLR209C
NM_001182097.1	YLR210W
NM_001182098.1	YLR211C
NM_001182099.1	YLR212C
NM_001182100.1	YLR213C
NM_001182101.1	YLR214W
NM_001182102.1	YLR215C
NM_001182103.1	YLR216C
NM_001182105.1	YLR218C
NM_001182106.1	YLR219W
NM_001182107.1	YLR220W
NM_001182108.1	YLR221C
NM_001182109.1	YLR222C
NM_001182110.1	YLR223C
NM_001182111.1	YLR224W
NM_001182112.1	YLR225C
NM_001182113.1	YLR226W
NM_001182114.1	YLR227C
unassigned_transcript_203	YNCL0032C
NM_001184408.2	YLR227W-B
NM_001184407.1	YLR227W-A
NM_001182115.1	YLR228C
NM_001182116.1	YLR229C
unassigned_transcript_204	YNCL0033C
NM_001182118.1	YLR231C
NM_001182120.1	YLR233C
NM_001182121.1	YLR234W
NM_001348857.1	YLR236C
NM_001182124.1	YLR237W
NM_001182125.1	YLR238W
NM_001182126.1	YLR239C
NM_001182127.1	YLR240W
NM_001182128.1	YLR241W
NM_001182129.1	YLR242C
NM_001182130.1	YLR243W
NM_001182131.1	YLR244C
NM_001182132.1	YLR245C
NM_001182133.1	YLR246W
unassigned_transcript_205	YNCL0034W
NM_001182134.1	YLR247C
NM_001182135.1	YLR248W
NM_001182136.1	YLR249W
NM_001182137.1	YLR250W
NM_001182138.1	YLR251W
NM_001182140.1	YLR253W
NM_001182141.1	YLR254C
NM_001348858.1	YLR255C
NM_001182143.1	YLR256W
NM_001184409.1	YLR256W-A
unassigned_transcript_206	YNCL0035C
NM_001182144.1	YLR257W
NM_001182145.1	YLR258W
NM_001182146.1	YLR259C
NM_001182147.1	YLR260W
NM_001182148.1	YLR261C
NM_001182149.1	YLR262C
NM_001184339.1	YLR262C-A
NM_001182150.1	YLR263W
NM_001182151.1	YLR264W
NM_001184638.1	YLR264C-A
NM_001182152.1	YLR265C
NM_001182153.1	YLR266C
NM_001182154.1	YLR267W
NM_001182155.1	YLR268W
NM_001182157.1	YLR270W
NM_001182158.1	YLR271W
NM_001182159.1	YLR272C
unassigned_transcript_207	YNCL0036C
NM_001182160.1	YLR273C
NM_001182161.1	YLR274W
NM_001182162.1	YLR275W
NM_001182163.1	YLR276C
NM_001182164.1	YLR277C
NM_001182165.1	YLR278C
NM_001182168.1	YLR281C
NM_001182170.1	YLR283W
NM_001182171.1	YLR284C
NM_001182172.1	YLR285W
NM_001184567.1	YLR285C-A
NM_001182173.1	YLR286C
NM_001182174.1	YLR287C
NM_001182175.1	YLR287C-A
NM_001182176.1	YLR288C
NM_001182177.1	YLR289W
NM_001182178.1	YLR290C
NM_001182179.1	YLR291C
NM_001182180.1	YLR292C
NM_001182181.1	YLR293C
NM_001182183.1	YLR295C
NM_001348859.1	YLR296W
NM_001182185.1	YLR297W
NM_001182186.1	YLR298C
NM_001182187.1	YLR299W
NM_001182188.1	YLR300W
NM_001182189.1	YLR301W
unassigned_transcript_208	YNCL0037W
NM_001348860.1	YLR302C
NM_001182191.1	YLR303W
unassigned_transcript_209	YNCL0038W
NM_001182192.1	YLR304C
NM_001182193.1	YLR305C
NM_001182194.1	YLR306W
NM_001182195.1	YLR307W
NM_001184535.1	YLR307C-A
NM_001182196.1	YLR308W
NM_001182197.2	YLR309C
NM_001182198.1	YLR310C
NM_001182200.1	YLR312C
NM_001182201.1	YLR312W-A
NM_001182202.2	YLR313C
NM_001182203.2	YLR314C
NM_001182204.1	YLR315W
NM_001182205.1	YLR316C
NM_001182207.2	YLR318W
NM_001182208.1	YLR319C
NM_001182209.1	YLR320W
NM_001182210.1	YLR321C
NM_001182212.1	YLR323C
NM_001182213.1	YLR324W
NM_001182214.1	YLR325C
NM_001182215.1	YLR326W
NM_001182216.1	YLR327C
unassigned_transcript_210	YNCL0039W
NM_001182217.1	YLR328W
NM_001182218.1	YLR329W
NM_001182219.1	YLR330W
NM_001348861.1	YLR331C
NM_001182221.1	YLR332W
unassigned_transcript_211	YNCL0040W
NR_132229.1	YNCL0041C
NR_132230.1	YNCL0042C
NR_132231.1	YNCL0043C
NM_001182222.1	YLR333C
unassigned_transcript_212	YNCL0044W
NM_001182224.1	YLR335W
NM_001182225.1	YLR336C
NM_001182226.1	YLR337C
NM_001182229.1	YLR340W
NM_001182230.1	YLR341W
NM_001182231.1	YLR342W
NM_001184569.1	YLR342W-A
NM_001182232.1	YLR343W
unassigned_transcript_213	YNCL0045W
NM_001182233.1	YLR344W
NM_001182234.1	YLR345W
NM_001182235.1	YLR346C
NM_001182236.1	YLR347C
NM_001182237.1	YLR348C
NM_001182239.1	YLR350W
NM_001182240.1	YLR351C
NM_001182241.1	YLR352W
NM_001182242.1	YLR353W
NM_001182243.1	YLR354C
NM_001182244.1	YLR355C
NM_001182245.1	YLR356W
NM_001182246.1	YLR357W
NM_001270756.1	YLR358C
NM_001182248.1	YLR359W
NM_001182249.3	YLR360W
NM_001182250.1	YLR361C
NM_001184659.3	YLR361C-A
NM_001182251.1	YLR362W
NM_001182252.3	YLR363C
NM_001184486.1	YLR363W-A
NM_001182253.3	YLR364W
NM_001348862.1	YLR365W
NM_001182256.1	YLR367W
NR_132232.1	YNCL0046W
NM_001182257.3	YLR368W
NM_001182258.1	YLR369W
NM_001182259.3	YLR370C
NM_001182260.1	YLR371W
NM_001182261.3	YLR372W
NM_001182262.1	YLR373C
NM_001182264.3	YLR375W
NM_001182265.1	YLR376C
NM_001182266.3	YLR377C
unassigned_transcript_214	YNCL0047W
NM_001182267.1	YLR378C
NM_001395038.1	YLR379W-A
NM_001182269.3	YLR380W
NM_001182270.1	YLR381W
NM_001182271.3	YLR382C
NM_001182272.1	YLR383W
NM_001182273.3	YLR384C
NM_001182274.1	YLR385C
NM_001182275.3	YLR386W
NM_001182276.1	YLR387C
NM_001182277.3	YLR388W
NR_132233.1	YNCL0048W
NM_001182278.1	YLR389C
NM_001182279.3	YLR390W
NM_001184303.1	YLR390W-A
NM_001182280.3	YLR392C
NM_001182281.1	YLR393W
NM_001182282.3	YLR394W
NM_001182283.1	YLR395C
NM_001182284.3	YLR396C
NM_001182285.1	YLR397C
NM_001182286.3	YLR398C
NM_001182287.1	YLR399C
NM_001182289.3	YLR401C
NM_001182291.1	YLR403W
NM_001182292.3	YLR404W
NM_001182293.1	YLR405W
NM_001182294.3	YLR406C
NM_001184610.1	YLR406C-A
NM_001182295.4	YLR407W
NM_001182296.1	YLR408C
NM_001182297.3	YLR409C
NM_001182298.1	YLR410W
NM_001184411.4	YLR410W-B
NM_001184410.1	YLR410W-A
NM_001182299.3	YLR411W
NM_001182300.1	YLR412W
NM_001184570.3	YLR412C-A
NM_001182301.1	YLR413W
NM_001182302.3	YLR414C
NM_001182303.1	YLR415C
NM_001182305.3	YLR417W
NM_001182306.1	YLR418C
NM_001182307.3	YLR419W
unassigned_transcript_215	YNCL0049C
NM_001182308.1	YLR420W
NM_001182309.3	YLR421C
NM_001182310.1	YLR422W
NM_001182311.3	YLR423C
NM_001182312.1	YLR424W
unassigned_transcript_216	YNCL0050C
NM_001182313.3	YLR425W
NM_001182314.1	YLR426W
NM_001182315.3	YLR427W
NM_001182317.1	YLR429W
NM_001182318.3	YLR430W
NM_001182319.1	YLR431C
NM_001182320.3	YLR432W
NM_001182321.1	YLR433C
NM_001182323.3	YLR435W
NM_001182324.1	YLR436C
NM_001182325.3	YLR437C
NM_001182326.1	YLR438W
NM_001184308.3	YLR438C-A
NM_001182327.1	YLR439W
NM_001182328.3	YLR440C
NM_001182329.1	YLR441C
NM_001182330.3	YLR442C
NM_001182331.1	YLR443W
NM_001182333.3	YLR445W
NM_001182334.1	YLR446W
NM_001182335.3	YLR447C
NM_001182336.1	YLR448W
NM_001182337.3	YLR449W
NM_001182338.1	YLR450W
NM_001182339.3	YLR451W
NM_001182340.1	YLR452C
NM_001182341.3	YLR453C
NM_001182342.1	YLR454W
unassigned_transcript_217	YNCL0051C
NM_001182343.3	YLR455W
NM_001182344.1	YLR456W
NM_001182345.3	YLR457C
NM_001182347.1	YLR459W
NM_001182348.3	YLR460C
NM_001182349.1	YLR461W
NM_001182350.3	YLR462W
NM_001182352.1	YLR464W
NM_001182354.3	YLR466W
NM_001182355.3	YLR467W
NM_001182496.1	YML133C
NM_001182495.1	YML132W
NM_001182494.1	YML131W
NM_001182493.1	YML130C
NM_001182492.1	YML129C
NM_001182491.1	YML128C
NM_001182490.1	YML127W
NM_001182489.1	YML126C
NM_001182488.1	YML125C
NM_001182487.1	YML124C
NR_172477.1	YNCM0001W
NM_001182486.1	YML123C
NM_001348863.1	YML122C
NM_001182484.1	YML121W
NM_001182483.1	YML120C
NM_001182482.1	YML119W
NM_001182481.1	YML118W
NM_001182479.1	YML117W
NM_001182478.1	YML116W
NM_001182477.1	YML115C
NM_001182476.1	YML114C
NM_001182475.1	YML113W
NM_001182474.1	YML112W
NM_001182473.1	YML111W
NM_001182472.1	YML110C
NM_001182471.1	YML109W
NM_001182470.1	YML108W
NM_001182469.1	YML107C
NM_001182468.1	YML106W
NM_001182467.1	YML105C
NM_001182466.1	YML104C
NM_001182465.1	YML103C
NR_132234.1	YNCM0002C
NM_001182464.1	YML102W
NM_001182462.1	YML101C
NM_001184612.1	YML100W-A
NM_001182460.1	YML100W
NM_001182459.1	YML099C
NM_001182458.1	YML098W
NM_001182457.1	YML097C
NM_001182456.1	YML096W
NM_001182454.1	YML095C
NM_001182453.1	YML094W
NM_001182452.1	YML093W
NM_001182451.1	YML092C
NM_001182450.1	YML091C
NR_132235.1	YNCM0003W
NM_001182447.1	YML088W
NM_001182446.1	YML087C
NM_001182445.1	YML086C
NM_001182444.1	YML085C
NM_001182442.1	YML083C
NM_001182441.1	YML082W
NM_001184340.1	YML081C-A
NM_001182440.1	YML081W
NM_001182439.1	YML080W
NM_001182438.1	YML079W
NM_001182437.1	YML078W
NM_001182436.1	YML077W
NM_001182435.1	YML076C
NM_001182434.1	YML075C
NM_001182433.1	YML074C
NM_001182432.1	YML073C
NM_001182431.1	YML072C
NM_001182430.1	YML071C
unassigned_transcript_218	YNCM0004C
NM_001182429.1	YML070W
NM_001182428.1	YML069W
NM_001182427.1	YML068W
NM_001182426.1	YML067C
NM_001182425.1	YML066C
NM_001182424.1	YML065W
NM_001182423.1	YML064C
NM_001182422.1	YML063W
NM_001182421.1	YML062C
NM_001182420.1	YML061C
NM_001182419.1	YML060W
NM_001182418.1	YML059C
NM_001184439.1	YML058W-A
NM_001182417.1	YML058W
NM_001182415.1	YML057W
NM_001182414.1	YML056C
NR_132236.1	YNCM0005C
NM_001182413.1	YML055W
NM_001182412.1	YML054C
NM_001184571.1	YML054C-A
unassigned_transcript_219	YNCM0006W
NM_001182411.1	YML053C
NM_001182410.1	YML052W
NM_001182409.1	YML051W
NM_001182408.1	YML050W
NM_001182407.1	YML049C
NM_001182405.1	YML048W
NM_001182404.1	YML047C
NM_001182403.1	YML046W
unassigned_transcript_220	YNCM0007C
NM_001182402.2	YML045W
NM_001184412.1	YML045W-A
NM_001182401.1	YML043C
NM_001182400.1	YML042W
NM_001182399.1	YML041C
unassigned_transcript_221	YNCM0008C
NM_001182397.2	YML039W
NM_001182398.1	YML040W
NM_001182396.1	YML038C
NM_001182395.1	YML037C
NM_001182394.1	YML036W
NM_001182392.1	YML035C
NM_001182391.1	YML034W
NM_001182390.1	YML032C
NM_001182389.1	YML031W
NM_001182388.1	YML030W
NM_001182387.1	YML029W
NM_001182386.1	YML028W
NM_001182385.1	YML027W
NM_001182384.1	YML026C
NM_001182383.1	YML025C
NM_001182382.1	YML024W
NM_001182381.1	YML023C
NM_001182380.1	YML022W
NM_001182379.1	YML021C
NM_001182378.1	YML020W
NM_001182377.1	YML019W
NM_001182376.1	YML018C
NM_001182375.1	YML017W
NM_001182374.1	YML016C
NM_001182373.1	YML015C
NM_001182372.1	YML014W
NM_001182371.1	YML013W
NM_001182369.1	YML012W
NM_001182368.1	YML011C
NM_001182366.1	YML010W
NM_001182364.1	YML009C
NM_001182363.1	YML008C
NM_001184487.1	YML007C-A
NM_001182362.1	YML007W
NM_001182361.1	YML006C
unassigned_transcript_222	YNCM0009C
NM_001182360.1	YML005W
NM_001182359.1	YML004C
NM_001182358.1	YML003W
NM_001182357.1	YML002W
NM_001182356.1	YML001W
NM_001182497.1	YMR001C
NM_001184613.1	YMR001C-A
NM_001182498.1	YMR002W
NM_001182499.1	YMR003W
NM_001182500.1	YMR004W
NM_001182501.1	YMR005W
NM_001182502.1	YMR006C
NM_001348864.1	YMR007W
NM_001182504.1	YMR008C
NM_001395039.1	YMR008C-A
NM_001182505.1	YMR009W
NM_001182506.1	YMR010W
